City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Parati,BR,-23.2178,-44.7131,85.1,65,6,2.59,clear sky
455,Orange,US,33.7,-117.7675,95.05,66,20,1.99,few clouds
456,Hadsund,DK,56.7148,10.1168,62.78,93,42,10.07,scattered clouds
457,Paamiut,GL,61.994,-49.6678,43.09,91,99,8.46,light rain
458,Jacareacanga,BR,-6.2222,-57.7528,99.7,21,10,2.98,clear sky
459,Matadi,CD,-5.8167,13.45,77.16,62,6,7.92,clear sky
460,Ancud,CL,-41.8697,-73.8203,53.42,65,6,3.02,clear sky
461,Marawi,PH,7.9986,124.2928,66.65,91,100,1.32,overcast clouds
462,Okitipupa,NG,6.5047,4.7839,72.91,95,99,2.73,light rain
463,Eyl,SO,7.9803,49.8164,76.5,84,19,25.59,few clouds
464,Wagar,SD,16.1525,36.2032,85.53,60,99,9.15,overcast clouds
465,Rochegda,RU,62.8,43.25,52.65,97,100,9.98,light rain
466,Gorontalo,ID,0.5412,123.0595,73.94,93,100,2.19,overcast clouds
467,Salalah,OM,17.0151,54.0924,77.09,100,90,4.61,light intensity drizzle
468,Carmen,MX,18.6333,-91.8333,89.04,57,19,6.42,few clouds
469,Caravelas,BR,-17.7125,-39.2481,70.74,76,1,6.62,clear sky
470,Montepuez,MZ,-13.1256,38.9997,68.56,65,79,8.97,broken clouds
471,Tchibanga,GA,-2.85,11.0333,69.31,85,12,3.31,few clouds
472,Tura,IN,25.5198,90.2201,75.13,97,94,5.91,overcast clouds
473,Mehamn,NO,71.0357,27.8492,69.98,55,0,9.22,clear sky
474,Nusaybin,TR,37.0778,41.2178,85.87,30,0,6.22,clear sky
475,Katherine,AU,-14.4667,132.2667,55.72,62,3,5.75,clear sky
476,Calama,CL,-22.4667,-68.9333,70.29,8,74,19.57,broken clouds
477,Horqueta,PY,-23.3428,-57.0597,94.21,17,2,8.61,clear sky
478,Vengurla,IN,15.8667,73.6333,76.15,86,49,5.66,scattered clouds
479,Vao,NC,-22.6667,167.4833,67.87,56,59,18.84,broken clouds
480,Valparaiso,CL,-33.0393,-71.6273,60.44,67,75,4.61,broken clouds
481,Antalaha,MG,-14.9003,50.2788,68.52,84,33,7.29,scattered clouds
482,Lensk,RU,60.7253,114.9278,54.72,94,100,2.39,light rain
483,Iqaluit,CA,63.7506,-68.5145,44.33,93,90,8.05,light rain
484,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,32,20,8.05,few clouds
485,Zary,PL,51.6421,15.1373,66.11,68,94,1.01,overcast clouds
486,Watertown,US,42.3709,-71.1828,86.07,70,75,1.01,broken clouds
487,Saint-Augustin,CA,51.226,-58.6502,67.98,40,7,2.44,clear sky
488,Chama,CH,47.1821,8.4636,62.76,82,75,0.0,broken clouds
489,Shenzhen,CN,22.5455,114.0683,85.21,95,100,6.31,overcast clouds
490,Diego De Almagro,CL,-26.3667,-70.05,63.52,25,24,5.86,few clouds
491,Svencioneliai,LT,55.1667,26.0,62.58,97,75,8.7,broken clouds
492,Egvekinot,RU,66.3167,-179.1667,43.79,58,68,12.37,broken clouds
493,Ledyard,US,41.4398,-72.0142,81.5,76,90,3.44,light rain
494,Sorland,NO,67.667,12.6934,62.67,72,100,18.14,overcast clouds
495,Kasongo-Lunda,CD,-6.4667,16.8167,75.96,37,1,2.35,clear sky
496,Ouadda,CF,8.0777,22.4007,67.32,97,98,2.19,overcast clouds
497,Netphen,DE,50.9167,8.1,58.19,78,7,6.17,clear sky
498,Dwarka,IN,22.2394,68.9678,81.34,75,92,11.7,overcast clouds
499,Colares,PT,38.7992,-9.4469,68.29,62,20,24.16,few clouds
500,Eregli,TR,37.5133,34.0467,69.3,58,70,4.21,broken clouds
501,Koslan,RU,63.4564,48.8989,54.59,67,100,4.7,overcast clouds
502,Ostrovnoy,RU,68.0531,39.5131,50.7,73,0,9.98,clear sky
503,Warora,IN,20.2333,79.0,82.81,72,100,4.41,overcast clouds
504,Bodrum,TR,37.0383,27.4292,85.93,57,0,10.27,clear sky
505,Asfi,MA,32.2994,-9.2372,68.18,76,0,18.39,clear sky
506,Voznesenye,RU,61.0106,35.4781,62.8,94,33,5.95,scattered clouds
507,Sambava,MG,-14.2667,50.1667,69.85,83,45,10.0,scattered clouds
508,Jipijapa,EC,-1.3333,-80.5833,76.5,60,79,6.93,broken clouds
509,Iturama,BR,-19.7281,-50.1956,81.88,26,7,7.36,clear sky
510,Meghri,AM,38.9029,46.2446,80.06,50,58,4.36,broken clouds
511,Acapulco,MX,16.8634,-99.8901,82.22,78,75,10.36,broken clouds
512,San Buenaventura,MX,27.0833,-101.5333,97.45,29,0,6.46,clear sky
513,Sabang,ID,5.8933,95.3214,82.71,77,96,14.74,overcast clouds
514,Port-Cartier,CA,50.0334,-66.8654,66.42,52,4,9.93,clear sky
515,Inhambane,MZ,-23.865,35.3833,65.5,65,0,7.9,clear sky
516,Yaan,NG,7.3833,8.5667,72.52,91,96,8.95,overcast clouds
517,Khambhaliya,IN,22.2072,69.6683,81.61,69,31,10.4,scattered clouds
518,Richards Bay,ZA,-28.783,32.0377,69.8,50,1,13.49,clear sky
519,Chiredzi,ZW,-21.05,31.6667,63.9,52,0,3.6,clear sky
520,Muros,ES,42.7762,-9.0603,66.15,73,98,10.2,overcast clouds
521,Port Keats,AU,-14.25,129.55,63.43,34,0,6.76,clear sky
522,Yarmouth,US,41.7057,-70.2286,83.34,74,75,5.01,broken clouds
523,Coahuayana,MX,18.7333,-103.6833,89.08,54,26,7.23,scattered clouds
524,Anapskaya,RU,44.89,37.38,71.83,83,20,4.47,few clouds
525,Briancon,FR,44.9,6.65,61.57,72,14,3.42,few clouds
526,Kongolo,CD,-5.3833,27.0,85.64,28,88,3.49,overcast clouds
527,Quelimane,MZ,-17.8786,36.8883,67.95,83,0,4.61,clear sky
528,Seoul,KR,37.5683,126.9778,74.71,86,0,5.75,clear sky
529,Opuwo,NA,-18.0607,13.84,65.48,19,6,4.03,clear sky
530,Jumla,NP,29.2747,82.1838,62.92,98,100,1.45,overcast clouds
531,Asau,RO,46.4333,26.4,68.92,68,1,3.33,light rain
532,Esso,RU,55.9333,158.7,48.2,82,64,3.8,broken clouds
533,Balkhash,KZ,46.844,74.9804,74.3,49,81,18.88,broken clouds
534,General Pico,AR,-35.6566,-63.7568,43.56,81,100,7.92,light rain
535,Torbay,CA,47.6666,-52.7314,68.77,89,90,11.5,light rain
536,Cayenne,GF,4.9333,-52.3333,86.09,78,0,5.99,clear sky
537,Rapar,IN,23.5667,70.6333,84.04,61,25,14.81,scattered clouds
538,Jalu,LY,29.0331,21.5482,90.72,19,0,9.26,clear sky
539,Sakakah,SA,29.9697,40.2064,94.57,14,0,3.91,clear sky
540,Palmas,BR,-10.2128,-48.3603,93.07,26,0,6.91,clear sky
541,Hearst,CA,49.6835,-83.6665,73.65,70,95,11.36,overcast clouds
542,Kaeo,NZ,-35.1,173.7833,43.32,94,54,10.47,light rain
543,Bontang,ID,0.1333,117.5,76.77,90,100,5.84,heavy intensity rain
544,Olafsvik,IS,64.8945,-23.7142,57.09,79,100,5.59,overcast clouds
545,Puerto Colombia,CO,10.9878,-74.9547,87.89,74,100,17.09,overcast clouds
546,Moa,CU,20.6569,-74.9403,86.58,63,8,11.25,clear sky
547,Andenes,NO,69.3143,16.1194,62.58,63,0,17.27,clear sky
548,Leningradskiy,RU,69.3833,178.4167,39.74,75,39,16.8,scattered clouds
549,Tsabong,BW,-26.0217,22.401,64.26,20,1,8.63,clear sky
550,Taoudenni,ML,22.6783,-3.9836,106.63,7,17,12.71,few clouds
551,Uthal,PK,25.8072,66.6219,80.94,76,65,7.2,broken clouds
552,Lobito,AO,-12.3481,13.5456,72.61,86,99,7.45,overcast clouds
553,Husavik,IS,66.0449,-17.3389,55.31,85,36,5.66,scattered clouds
554,Solnechnyy,RU,50.7214,136.6319,48.92,99,100,3.6,overcast clouds
555,Sakaiminato,JP,35.55,133.2333,78.78,100,75,32.21,shower rain
556,Teguldet,RU,57.3064,88.1667,62.35,86,89,3.13,overcast clouds
557,Mujiayingzi,CN,42.1167,118.7833,68.95,74,100,4.74,moderate rain
558,Nouadhibou,MR,20.931,-17.0347,71.58,83,5,17.27,clear sky
559,Sorong,ID,-0.8833,131.25,77.18,87,100,3.96,overcast clouds
560,Piterka,RU,50.6803,47.4454,81.82,30,99,10.29,overcast clouds
561,Nassau,US,40.7507,-73.5829,80.04,80,99,10.83,overcast clouds
562,Rawlins,US,41.7911,-107.2387,82.83,17,1,17.27,haze
563,Ajdabiya,LY,30.7554,20.2263,84.51,58,0,9.15,clear sky
564,Arlit,NE,18.7369,7.3853,97.2,21,100,11.25,overcast clouds
565,San Jose,US,37.3394,-121.895,90.77,42,75,1.01,smoke
566,Winona,US,43.9666,-91.7668,76.62,78,100,10.69,overcast clouds
567,Temiscaming,CA,46.7212,-79.0971,76.48,73,100,7.43,light rain
568,Outlook,CA,51.5001,-107.0513,69.49,30,100,15.35,overcast clouds
569,Harlingen,US,26.1906,-97.6961,97.32,50,40,23.02,scattered clouds
570,Rapla,EE,59.0072,24.7928,66.81,93,100,6.89,heavy intensity rain
571,Cruzeiro Do Sul,BR,-29.5128,-51.9853,75.74,63,3,4.23,clear sky
572,Atbasar,KZ,51.8,68.3333,59.4,82,83,9.95,broken clouds
573,Razvilka,RU,55.5917,37.7408,69.87,100,0,2.24,clear sky
574,Sabinas Hidalgo,MX,26.5,-100.1667,100.9,26,6,10.65,clear sky
575,Portland,US,45.5234,-122.6762,76.39,50,75,1.01,broken clouds
576,Buenos Aires,AR,-34.6132,-58.3772,49.95,81,90,19.57,overcast clouds
577,Mercedes,AR,-34.6515,-59.4307,46.85,87,100,19.71,moderate rain
578,Capao Da Canoa,BR,-29.7456,-50.0097,63.43,83,0,6.49,clear sky
579,Ilulissat,GL,69.2167,-51.1,44.62,93,75,8.05,light intensity drizzle
580,Poya,NC,-21.35,165.15,63.61,69,73,8.39,broken clouds
581,Buala,SB,-8.145,159.5921,78.21,81,37,2.71,light rain
582,Bulgan,MN,48.8125,103.5347,49.55,82,17,2.71,few clouds
583,Cookeville,US,36.1628,-85.5016,87.64,66,40,1.01,scattered clouds
584,Willowmore,ZA,-33.2926,23.4895,54.16,47,100,17.11,overcast clouds
585,Adwa,ET,14.1646,38.8955,62.82,86,100,2.82,overcast clouds
586,Krasnomayskiy,RU,57.6194,34.4099,59.74,91,100,3.06,overcast clouds
587,Camopi,GF,3.1655,-52.3158,82.44,70,94,1.28,overcast clouds
588,Hovd,MN,48.0056,91.6419,60.94,56,65,2.75,broken clouds
589,Hoquiam,US,46.9809,-123.8893,70.66,63,90,14.97,overcast clouds
590,Kaohsiung,TW,22.6163,120.3133,82.35,97,75,7.0,broken clouds
591,Lagos,NG,6.5833,3.75,79.12,92,98,6.62,light rain
592,Nishihara,JP,26.1842,127.7558,80.65,97,75,9.22,mist
593,Mabaruma,GY,8.2,-59.7833,80.44,93,39,3.2,scattered clouds
594,Villa Carlos Paz,AR,-31.4241,-64.4978,60.24,43,7,15.84,clear sky
595,Tommot,RU,58.9564,126.2925,56.1,93,27,2.77,scattered clouds
596,Sawtell,AU,-30.3833,153.1,55.72,96,90,6.91,overcast clouds
597,Gabu,GW,12.2833,-14.2167,72.77,98,100,3.78,light rain
598,Nizhniy Kuranakh,RU,58.8353,125.4869,55.49,89,10,3.53,clear sky
599,Gallatin,US,45.6666,-111.2008,89.4,22,20,17.0,few clouds
600,Okmulgee,US,35.6234,-95.9605,93.31,55,40,12.66,scattered clouds
601,Gold Coast,AU,-28.0,153.4333,60.01,90,90,3.0,overcast clouds
602,Mago,RU,53.2514,140.1822,46.65,95,97,3.11,overcast clouds
603,Vostok,RU,46.4856,135.8833,51.98,92,100,4.72,overcast clouds
604,Pucallpa,PE,-8.3791,-74.5539,93.24,40,40,6.91,scattered clouds
605,Adet,ET,11.2644,37.4888,55.24,93,98,3.24,light rain
606,Baykit,RU,61.67,96.37,58.87,76,100,3.15,overcast clouds
607,Sibolga,ID,1.7427,98.7792,75.78,91,62,4.36,broken clouds
608,Milkovo,RU,54.7167,158.6167,51.15,79,93,1.79,overcast clouds
609,Broome,US,42.2506,-75.833,87.71,56,1,1.99,clear sky
610,Alice Springs,AU,-23.7,133.8833,35.15,48,0,2.3,clear sky
611,Balabac,PH,7.9868,117.0645,82.27,74,100,4.56,overcast clouds
612,Karratha,AU,-20.7377,116.8463,66.92,60,52,4.34,broken clouds
613,Petrovskoye,RU,57.0104,39.2693,62.58,87,44,4.27,scattered clouds
614,Makinsk,KZ,52.6292,70.4169,53.96,96,52,8.75,broken clouds
615,Kihei,US,20.785,-156.4656,82.98,62,20,13.8,few clouds
616,Camalu,MX,30.85,-116.0667,80.42,63,11,9.73,few clouds
617,Along,IN,28.1667,94.7667,76.87,99,100,1.01,overcast clouds
618,The Valley,AI,18.217,-63.0578,86.14,70,20,18.41,haze
619,Oskemen,KZ,49.9565,82.6119,66.16,63,75,6.71,broken clouds
620,Yumen,CN,40.2833,97.2,71.24,21,0,9.46,clear sky
621,Bay Roberts,CA,47.5999,-53.2648,69.55,84,97,14.0,light rain
622,Cabedelo,BR,-6.9811,-34.8339,81.27,77,5,15.93,clear sky
623,Sassandra,CI,4.95,-6.0833,75.4,88,48,9.01,scattered clouds
624,Sao Domingos,BR,-13.3983,-46.3183,83.91,25,2,7.81,clear sky
625,Coos Bay,US,43.3665,-124.2179,77.85,60,1,19.57,clear sky
626,Samarkand,UZ,39.6542,66.9597,83.62,24,0,6.91,clear sky
627,Coihaique,CL,-45.5752,-72.0662,48.81,53,0,3.44,clear sky
628,Nanakuli,US,21.3906,-158.1547,82.35,54,75,8.05,broken clouds
629,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,78,40,20.22,scattered clouds
630,Olive Branch,US,34.9618,-89.8295,92.73,56,40,1.01,scattered clouds
631,Peniche,PT,39.3558,-9.3811,67.48,82,0,15.95,clear sky
632,Benguela,AO,-12.5763,13.4055,73.17,83,89,5.88,overcast clouds
633,Ovre Ardal,NO,61.3167,7.8,58.08,63,91,1.86,overcast clouds
634,Mitu,CO,1.1983,-70.1733,82.74,69,100,0.89,overcast clouds
635,Pochutla,MX,15.7432,-96.4661,87.82,66,85,10.36,overcast clouds
636,Agadez,NE,19.75,10.25,94.75,24,70,8.3,broken clouds
637,Senno,RU,59.5336,33.9167,59.52,95,100,3.6,overcast clouds
638,Rocha,UY,-34.4833,-54.3333,54.84,95,100,14.23,overcast clouds
639,Fartura,BR,-23.3883,-49.51,73.87,45,98,4.25,overcast clouds
640,Maryborough,AU,-25.5333,152.7,57.88,95,94,4.14,overcast clouds
641,Kargasok,RU,59.0556,80.8572,64.42,69,99,4.81,overcast clouds
642,Saint-Francois,FR,46.4154,3.9054,62.19,79,71,3.44,broken clouds
643,Bicester,GB,51.9,-1.1536,62.06,72,20,10.0,few clouds
644,Ouallam,NE,14.3188,2.0866,91.22,47,27,9.93,scattered clouds
645,Santiago Del Estero,AR,-27.7951,-64.2615,73.8,25,100,16.62,overcast clouds
646,Armenia,AM,40.0,45.0,66.72,57,52,12.86,broken clouds
647,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,27,0,0.0,clear sky
648,Copiapo,CL,-27.3667,-70.3333,58.69,39,2,6.02,clear sky
649,Ottumwa,US,41.02,-92.4113,86.68,69,75,5.99,broken clouds
650,Padang,ID,-0.9492,100.3543,78.26,86,71,3.15,light rain
651,Awjilah,LY,29.1081,21.2869,90.93,20,0,8.9,clear sky
652,Nanzhou,CN,29.3596,112.4024,78.4,96,100,5.77,overcast clouds
653,Mokhsogollokh,RU,61.4681,128.9203,52.59,68,86,3.85,overcast clouds
654,Aksakovo,BG,43.25,27.8167,74.1,77,0,3.44,clear sky
655,Japura,ID,-0.3167,102.35,75.97,89,75,1.14,broken clouds
656,Hameenlinna,FI,60.996,24.4643,64.74,81,100,3.87,overcast clouds
657,Vallenar,CL,-28.5708,-70.7581,62.19,36,0,6.85,clear sky
658,Misratah,LY,32.3754,15.0925,81.9,72,0,13.09,clear sky
659,Sobolevo,RU,54.4299,31.8996,61.38,77,98,3.71,overcast clouds
660,Tabou,CI,4.423,-7.3528,76.48,85,20,11.05,few clouds
661,Dauriya,RU,49.9333,116.8667,59.58,91,90,2.26,overcast clouds
662,Sechenovo,RU,55.2244,45.8906,71.64,49,100,4.34,overcast clouds
663,Sibot,RO,45.95,23.3333,72.46,47,0,3.71,clear sky
664,Port Blair,IN,11.6667,92.75,81.9,84,100,11.16,overcast clouds
665,Bukachacha,RU,52.9833,116.9167,58.51,98,100,3.18,overcast clouds
666,Ukiah,US,39.1502,-123.2078,98.13,35,1,4.61,clear sky
667,Priiskovyy,RU,51.9333,116.6333,60.73,94,100,0.63,light rain
668,Flin Flon,CA,54.7682,-101.865,66.04,77,90,8.05,overcast clouds
669,Uyuni,BO,-20.4597,-66.825,53.6,17,9,17.11,clear sky
670,Timizart,DZ,36.8,4.2667,76.48,70,55,5.53,broken clouds
671,Horta,PT,38.5333,-28.6333,74.84,73,75,14.97,broken clouds
672,Andi,RU,42.7836,46.2617,63.25,76,11,2.66,few clouds
673,Bihoro,JP,43.8228,144.1044,62.62,85,100,6.44,overcast clouds
674,Udachnyy,RU,66.4167,112.4,48.94,90,20,3.29,few clouds
675,Koshurnikovo,RU,54.1667,93.3,53.01,96,15,2.86,few clouds
676,Muleba,TZ,-1.8397,31.6544,70.07,65,20,5.3,few clouds
677,Smoky Lake,CA,54.1169,-112.4686,67.48,82,98,12.66,overcast clouds
678,Lata,PT,40.1629,-8.3327,64.81,78,0,4.09,clear sky
679,Clarence Town,AU,-32.5833,151.7833,55.85,81,100,2.64,overcast clouds
680,Abalak,RU,58.1286,68.5944,61.25,96,26,5.19,scattered clouds
681,Houston,US,29.7633,-95.3633,97.48,61,40,5.01,scattered clouds
682,Do Gonbadan,IR,30.3586,50.7981,98.69,13,40,0.0,scattered clouds
683,Kizhinga,RU,51.8462,109.9097,49.84,92,5,4.32,clear sky
